index,percentage_docks_available
10737,0.73772424
10738,0.83989483
10739,0.507382
10740,0.98750895
10741,1.0335976
10742,0.36210847
10743,0.64769673
10744,0.8303028
10745,0.6926804
10746,0.40915743
10747,0.78231734
10748,0.44202346
10749,0.37262255
10750,0.49937445
10751,0.34776437
10752,0.70781416
10753,0.55372775
10754,0.95685065
10755,0.7728321
10756,0.5127196
10757,0.7815661
10758,0.19387656
10759,0.41247362
10760,0.4315947
10761,0.7152365
10762,0.61307365
10763,0.7803524
10764,0.5366411
10765,0.7893909
10766,1.1716946
10767,0.32267922
10768,0.38175362
10769,0.63839704
10770,0.78666645
10771,0.6853106
10772,0.32786143
10773,0.6534996
10774,0.28490165
10775,0.74540055
10776,1.0552311
10777,1.518815
10778,0.8016067
10779,0.56572527
10780,0.80848265
10781,0.36740837
10782,0.546481
10783,0.9302532
10784,1.0150771
10785,0.7113566
10786,0.38208824
10787,0.45370778
10788,0.3663624
10789,0.783066
10790,0.82317865
10791,1.0939004
10792,0.5527044
10793,1.0516272
10794,0.9528411
10795,0.35379583
10796,0.10461879
10797,0.80808824
10798,0.5312192
10799,0.76760215
10800,0.4914512
10801,0.67249954
10802,0.4970098
10803,0.4158885
10804,0.5420739
10805,0.3042259
10806,0.6464203
10807,1.0693982
10808,0.9586612
10809,0.38170624
10810,0.32379186
10811,0.690152
10812,0.635141
10813,0.82009834
10814,0.8984181
10815,0.89746654
10816,0.27251583
10817,0.3944335
10818,0.8175689
10819,0.6658091
10820,0.43032473
10821,1.3936872
10822,0.3704365
10823,0.68699974
10824,1.4230216
10825,0.4499761
10826,0.8377286
10827,0.9905198
10828,0.7100767
10829,0.49349928
10830,0.59491736
10831,1.0737219
10832,0.3890111
10833,0.44323105
10834,0.511057
10835,0.37367785
10836,0.6704025
10837,0.0761618
10838,1.0179416
10839,0.6067907
10840,0.6281467
10841,0.5601381
10842,0.94036925
10843,1.4251583
10844,0.60925126
10845,0.9443995
10846,-0.06306589
10847,0.43980232
10848,0.5505508
10849,0.65684867
10850,0.72961617
10851,0.3677037
10852,0.8796578
10853,0.8200741
10854,0.7679717
10855,1.1512601
10856,0.4781828
10857,0.79146284
10858,1.4713643
10859,0.7217424
10860,0.013417587
10861,0.74841744
10862,0.7013976
10863,0.58619785
10864,1.4822817
10865,0.54550374
10866,0.45179898
10867,0.42069077
10868,0.81672096
10869,1.1008029
10870,0.47946385
10871,0.784955
10872,0.56748223
10873,0.9141963
10874,0.15552765
10875,0.79720265
10876,0.28816497
10877,0.71015567
10878,0.32734808
10879,0.41905713
10880,0.27307612
10881,0.47759163
10882,0.39044848
10883,0.7107811
10884,0.3964533
10885,1.0344045
10886,0.8422393
10887,0.59397477
10888,0.9675535
10889,0.199594
10890,0.58392996
10891,0.2410979
10892,0.72215605
10893,1.085575
10894,0.76189035
10895,0.98436964
10896,1.1920319
10897,0.75751346
10898,0.5255345
10899,0.53533417
10900,0.6313675
10901,0.86165625
10902,0.3512203
10903,0.5520262
10904,0.81290543
10905,0.39245453
10906,0.70443195
10907,0.15459722
10908,0.8373543
10909,0.77812314
10910,1.0600185
10911,0.6738494
10912,0.7926407
10913,0.34109902
10914,0.4734323
10915,0.65265054
10916,0.62044924
10917,0.5831466
10918,1.0550679
10919,0.33980906
10920,0.19319956
10921,0.06986177
10922,0.095081806
10923,0.44782776
10924,0.67911315
10925,0.8988801
10926,0.12318671
10927,1.0843968
10928,0.5894549
10929,0.6139138
10930,0.60556257
10931,0.43099707
10932,0.8388907
10933,1.047478
10934,0.4377212
10935,0.8183668
10936,0.35307705
10937,0.7462488
10938,0.5862378
10939,0.62679744
10940,0.7795368
10941,1.0411434
10942,0.47298402
10943,0.1184251
10944,0.7926524
10945,0.90596604
10946,0.3043305
10947,0.35577652
10948,0.687198
10949,1.014477
10950,0.80312425
10951,0.35976142
10952,0.9115804
10953,0.39743078
10954,0.16071397
10955,0.8417224
10956,0.61804783
10957,0.073957026
10958,0.445635
10959,0.07376778
10960,0.49243456
10961,0.79578465
10962,0.7011897
10963,0.7166609
10964,0.111397624
10965,0.8397761
10966,0.115287066
10967,0.96305895
10968,1.1813219
10969,0.15803844
10970,0.6466876
10971,0.799865
10972,0.8501345
10973,0.3374108
10974,0.66251767
10975,0.76165897
10976,0.18295142
10977,0.49589217
10978,1.153225
10979,0.62039363
10980,0.8539143
10981,0.7710546
10982,0.16318095
10983,0.68129104
10984,0.97126496
10985,0.45752957
10986,1.2107852
10987,0.506475
10988,0.1032989
10989,0.48200685
10990,0.50944096
10991,0.7022907
10992,0.06741607
10993,0.853272
10994,0.50970674
10995,1.4554055
10996,0.82746464
10997,0.420229
10998,0.28764588
10999,0.71977276
11000,1.1963117
11001,0.27931422
11002,1.4222319
11003,0.93505067
11004,0.3805233
11005,0.40456516
11006,0.7658611
11007,1.0911443
11008,0.5785515
11009,0.6936099
11010,0.70326406
11011,0.67565846
11012,0.7002282
11013,0.51810324
11014,0.7491814
11015,0.14386815
11016,0.38686812
11017,0.6522283
11018,1.0553162
11019,1.021704
11020,0.46337807
11021,0.5474601
11022,1.5398388
11023,0.90184116
11024,0.8927647
11025,0.880988
11026,0.61650836
11027,0.7264657
11028,0.5932095
11029,0.56721544
11030,0.7905901
11031,1.0003028
11032,0.49767512
11033,0.8577932
11034,1.0512793
11035,0.66775453
11036,0.66835123
11037,0.79477876
11038,0.96469015
11039,-0.02486229
11040,0.19013052
11041,0.65380955
11042,0.30614245
11043,0.7223358
11044,0.38802963
11045,0.6332122
11046,0.26024997
11047,1.4024065
11048,0.9580437
11049,0.94100076
11050,0.73847276
11051,0.21606821
11052,0.2337533
11053,0.12258965
11054,0.80148816
11055,0.82538563
11056,0.55344725
11057,0.9068783
11058,0.18079033
11059,0.8000727
11060,1.159179
11061,0.5058187
11062,0.94199365
11063,0.98264766
11064,0.52396345
11065,1.3798904
11066,0.3979242
11067,0.44968212
11068,0.5820893
11069,0.9664717
11070,0.2447462
11071,0.76075464
11072,0.7548533
11073,0.95140594
11074,-0.07498115
11075,0.5656716
11076,0.7872263
11077,0.70622057
11078,0.640628
11079,0.39955688
11080,0.81570125
11081,0.027926669
11082,0.8257947
11083,0.61519647
11084,0.59662163
11085,0.906605
11086,1.0462996
11087,1.0896791
11088,1.0599289
11089,0.64671296
11090,0.70132035
11091,0.9970227
11092,0.9107161
11093,0.63793117
11094,0.60763437
11095,0.62394524
11096,0.57695603
11097,0.39432934
11098,0.22369748
11099,0.61175346
11100,0.63040495
11101,0.9290181
11102,1.0887172
11103,0.7813166
11104,0.24033016
11105,0.22321272
11106,0.9907397
11107,0.52034867
11108,0.9417904
11109,0.91073525
11110,0.96734375
11111,0.01673919
11112,0.35982344
11113,0.7751963
11114,0.45083588
11115,0.13641754
11116,0.4409397
11117,0.03692001
11118,0.86365974
11119,0.76789695
11120,0.5305609
11121,0.64693254
11122,1.1011152
11123,0.27200183
11124,0.85893226
11125,0.32845843
11126,0.52251136
11127,0.9469125
11128,0.5040246
11129,0.32647824
11130,0.7471804
11131,0.19967821
11132,0.042734504
11133,0.7579219
11134,0.08409518
11135,0.39851874
11136,0.13174537
11137,1.2423286
11138,0.8200809
11139,0.6140415
11140,0.46641585
11141,0.15429607
11142,0.96015024
11143,0.858349
11144,1.0462377
11145,1.0403008
11146,0.37313852
11147,0.28880686
11148,0.25504398
11149,0.2188093
11150,0.19272059
11151,0.55049145
11152,0.972131
11153,0.8264905
11154,0.51062155
11155,0.34055847
11156,0.51905286
11157,0.14007616
11158,0.9487303
11159,0.4170557
11160,1.1198075
11161,0.58286643
11162,0.3056873
11163,0.46353057
11164,0.46003914
11165,1.1810437
11166,0.49649042
11167,1.0427219
11168,0.6680089
11169,0.23229206
11170,0.2421793
11171,0.27477092
11172,0.58574784
11173,0.49218443
11174,0.62682676
11175,0.22709578
11176,0.76345485
11177,1.2766628
11178,0.3279307
11179,0.72388726
11180,0.61324644
11181,0.15014058
11182,0.4829501
11183,0.8099621
11184,0.9849457
11185,0.22832745
11186,1.5085375
11187,0.93845195
11188,0.8881132
11189,0.48947924
11190,0.48006237
11191,0.5318204
11192,0.40017897
11193,0.22494087
11194,0.36784613
11195,0.5361135
11196,0.67712426
11197,0.6162327
11198,0.6794662
11199,0.92631215
11200,0.9945772
11201,0.38446742
11202,0.15075934
11203,0.6126675
11204,0.34977928
11205,1.1396052
11206,0.3784218
11207,0.8652281
11208,0.84711576
11209,0.86318773
11210,0.23214614
11211,0.6960755
11212,0.69413877
11213,1.0858462
11214,0.57283896
11215,0.5071192
11216,1.0651121
11217,0.5381531
11218,0.7438131
11219,0.8292978
11220,0.78608614
11221,0.84230953
11222,0.17511481
11223,0.93698627
11224,0.83147365
11225,1.2369525
11226,0.2144013
11227,0.49554405
11228,0.6520666
11229,0.47353142
11230,0.9553686
11231,1.0195315
11232,0.29850936
11233,0.8723964
11234,0.6861732
11235,0.35381377
11236,0.768092
11237,0.5720012
11238,0.44289696
11239,0.4623207
11240,0.83620626
11241,0.7532302
11242,0.44831476
11243,0.90259075
11244,0.8380219
11245,0.30645275
11246,0.9141058
11247,0.40475228
11248,0.16747108
11249,0.40909192
11250,-0.02241981
11251,0.4294609
11252,1.0920892
11253,1.2285478
11254,0.53651226
11255,0.70479923
11256,0.52253664
11257,0.9114187
11258,0.260684
11259,0.9450659
11260,0.6348276
11261,0.24978107
11262,1.100416
11263,0.60672104
11264,1.2099078
11265,0.5716947
11266,0.6761269
11267,0.383767
11268,0.72439265
11269,0.6626342
11270,0.18054193
11271,0.37501383
11272,0.7992117
11273,0.6150995
11274,0.4054674
11275,0.65688664
11276,0.78903776
11277,0.20584956
11278,0.97064906
11279,1.040374
11280,0.8446047
11281,0.27342945
11282,0.29246825
11283,0.8902952
11284,0.5126266
11285,0.8872875
11286,1.0780776
11287,0.45345962
11288,0.39890987
11289,0.594568
11290,0.61978465
11291,0.22358821
11292,0.2966123
11293,1.0819864
11294,0.95009327
11295,0.26025578
11296,0.66355366
11297,-0.100352645
11298,0.91598016
11299,0.89292294
11300,0.1765756
11301,0.29663992
11302,0.91712505
11303,0.5504535
11304,0.7175905
11305,0.7072301
11306,0.9702469
11307,0.8780884
11308,0.21864003
11309,0.7981182
11310,1.0858362
11311,0.51954365
11312,0.7053053
11313,0.62082213
11314,0.25178352
11315,0.74826044
11316,1.0331931
11317,0.7245944
11318,0.5986005
11319,0.32349902
11320,1.0900323
11321,0.46946174
11322,0.38925815
11323,0.5366969
11324,0.9891458
11325,0.41963533
11326,0.74264795
11327,0.4243878
11328,0.37549856
11329,0.7910158
11330,0.98803014
11331,0.46577495
11332,0.9099937
11333,0.59155285
11334,1.0308869
11335,0.8541885
11336,0.90909195
11337,0.81907254
11338,0.74744284
11339,0.7586612
11340,0.22159469
11341,1.4844675
11342,0.57082593
11343,0.7762285
11344,0.7825303
11345,0.6435345
11346,0.40178216
11347,0.79823613
11348,1.0794785
11349,1.1504544
11350,0.70502007
11351,0.70247406
11352,0.7976787
11353,0.31963962
11354,0.9876668
11355,0.64948
11356,0.24883908
11357,0.61338925
11358,0.50556844
11359,0.35089445
11360,0.83086956
11361,0.47571337
11362,0.9905905
11363,0.31225854
11364,1.0350928
11365,0.79048324
11366,0.4558752
11367,0.77506036
11368,0.3974759
11369,0.4750737
11370,0.7443334
11371,0.62754685
11372,0.2565471
11373,1.547199
11374,0.3656597
11375,1.4243631
11376,1.2657628
11377,0.769849
11378,0.84064305
11379,1.1152288
11380,0.9147606
11381,1.6016822
11382,0.39809793
11383,0.6613277
11384,1.0192169
11385,0.41100925
11386,0.31429866
11387,0.8638802
11388,0.22929761
11389,0.7050553
11390,1.0133326
11391,0.2483665
11392,0.56980354
11393,0.5790617
11394,0.74995786
11395,0.49924356
11396,0.69953394
11397,0.5065694
11398,0.74844885
11399,0.14843094
11400,0.7334893
11401,0.5913696
11402,0.93725264
11403,0.5014028
11404,0.91723317
11405,0.6224941
11406,0.9243177
11407,0.3562756
11408,0.65801275
11409,0.89774424
11410,0.046522684
11411,0.03743553
11412,0.87138975
11413,0.72702384
11414,0.6240431
11415,0.6506121
11416,0.46728045
11417,0.53240854
11418,0.27064368
11419,0.72230834
11420,0.68241554
11421,0.65102303
11422,1.4703376
11423,0.9721644
11424,0.87763137
11425,0.3929636
11426,1.0374713
11427,0.5547391
11428,0.64766717
11429,0.19773169
11430,0.7035354
11431,0.8023435
11432,0.4096776
11433,0.38288832
11434,0.52323264
11435,0.74734634
11436,-0.022008061
11437,0.33793086
11438,0.7223267
11439,0.76078355
11440,0.4678317
11441,0.5028769
11442,0.24025294
11443,0.9755643
11444,0.47173133
11445,0.54312366
11446,0.587132
11447,1.3107536
11448,0.58693683
11449,0.44794884
11450,0.6461842
11451,0.94938743
11452,0.5539994
11453,1.0539929
11454,1.0571704
11455,0.6542213
11456,0.5923237
11457,0.4872225
11458,0.67642564
11459,0.8415794
11460,0.8924786
11461,0.1916025
11462,0.9495529
11463,0.5520753
11464,0.7233222
11465,0.5138968
11466,0.96557975
11467,0.5755477
11468,0.8181837
11469,0.5038904
11470,0.12202571
11471,0.40623608
11472,0.6888645
11473,0.8810889
11474,0.22563016
11475,0.8119143
11476,-0.09569958
11477,0.13335176
11478,0.9511022
11479,0.5831424
11480,0.20687735
11481,0.31314817
11482,0.6655545
11483,1.1506181
11484,0.5035771
11485,0.4747877
11486,0.7855514
11487,0.8415573
11488,0.23595774
11489,0.88113314
11490,0.31860292
11491,0.5732651
11492,0.8808116
11493,0.80766493
11494,0.37396297
11495,0.7425857
11496,0.35468608
11497,0.6277777
11498,0.06950173
11499,0.3770861
11500,0.65464556
11501,0.6777736
11502,0.59032685
11503,0.50660956
11504,0.84275854
11505,0.75176287
11506,1.3228166
11507,0.014301643
11508,1.0174387
11509,0.44444275
11510,0.6639209
11511,0.43700027
11512,0.48951933
11513,0.3459374
11514,0.93351215
11515,0.8381626
11516,0.55969256
11517,0.48971236
11518,0.9098431
11519,1.4881697
11520,0.8803297
11521,0.42196533
11522,0.1425766
11523,0.7326981
11524,0.27198178
11525,0.462382
11526,1.0183637
11527,0.53905314
11528,0.7969654
11529,0.36046445
11530,0.78067696
11531,0.6640433
11532,0.53548443
11533,0.51531494
11534,1.1755629
11535,0.49870062
11536,1.2419913
11537,0.13744396
11538,0.9900766
11539,0.60706306
11540,0.38212162
11541,0.38084763
11542,0.59956753
11543,1.2225413
11544,0.76676303
11545,1.0843556
11546,0.22608417
11547,0.89476484
11548,0.44902945
11549,0.3642921
11550,1.0537906
11551,0.4607663
11552,0.76877624
11553,0.4402576
11554,0.60898733
11555,0.3680858
11556,0.9722289
11557,0.611659
11558,0.5925827
11559,1.175677
11560,1.0994778
11561,0.36528212
11562,0.8659901
11563,0.5881486
11564,0.2824417
11565,0.9961164
11566,0.7562393
11567,0.06564626
11568,0.2435123
11569,0.554125
11570,0.18215895
11571,0.43915108
11572,0.1283431
11573,1.166683
11574,0.74579614
11575,0.730956
11576,0.9958079
11577,0.63745975
11578,0.8416469
11579,1.4680572
11580,0.86521447
11581,0.8036161
11582,0.12542284
11583,0.53286225
11584,0.79678553
11585,0.95386785
11586,0.9727824
11587,0.56850684
11588,1.1902292
11589,0.55321383
11590,0.64213824
11591,1.2759492
11592,0.49218667
11593,0.107553035
11594,1.4719312
11595,0.69971997
11596,0.16135612
11597,0.31520483
11598,0.72265035
11599,0.64306486
11600,0.97486633
11601,0.15919791
11602,1.3427699
11603,0.21299037
11604,0.8965775
11605,0.67526615
11606,0.744652
11607,0.83848816
11608,1.1807094
11609,0.42070603
11610,1.1107428
11611,0.9156721
11612,0.9786445
11613,0.7118074
11614,0.6515523
11615,0.80313545
11616,0.12043476
11617,0.45326513
11618,0.25249034
11619,0.58732885
11620,0.17954937
11621,0.55748993
11622,0.45328128
11623,0.5640342
11624,0.69370717
11625,0.76596117
11626,0.71811634
11627,0.47899538
11628,0.55674624
11629,0.09549466
11630,1.3768966
11631,0.39992416
11632,0.995978
11633,0.5159531
11634,0.4498763
11635,0.52698433
11636,1.219099
11637,0.8804699
11638,0.14254767
11639,0.3917327
11640,0.37517035
11641,0.77730465
11642,0.78712475
11643,0.7588654
11644,0.7774948
11645,1.0079489
11646,0.6232153
11647,1.149014
11648,0.6582018
11649,0.88207465
11650,0.72813046
11651,0.610047
11652,0.46968552
11653,0.21117151
11654,0.31113535
11655,0.5621289
11656,0.62819725
11657,0.676297
11658,0.66491675
11659,0.22533756
11660,0.5901725
11661,0.7918572
11662,0.73865527
11663,0.48732978
11664,0.94072187
11665,0.38249484
11666,0.79578847
11667,0.31157625
11668,0.43353045
11669,0.75943357
11670,0.54144156
11671,0.7230812
11672,0.34689254
11673,0.37672883
11674,0.76525825
11675,0.626135
11676,0.7207673
11677,0.5401399
11678,0.97969055
11679,0.47804815
11680,0.40455267
11681,0.68086183
11682,0.71865565
11683,0.8404415
11684,0.38838243
11685,1.146817
11686,0.4040075
11687,0.8989089
11688,0.5984069
11689,0.54197466
11690,0.60906816
11691,0.24540964
11692,0.8963881
11693,0.43712857
11694,1.016241
11695,0.022037417
11696,1.0718302
11697,0.7757857
11698,0.91939586
11699,0.14843786
11700,0.4522481
11701,1.2186713
11702,0.35917538
11703,0.17498213
11704,0.2128275
11705,1.0061735
11706,0.5337647
11707,0.8173023
11708,0.72726613
11709,0.32141587
11710,0.86304086
11711,0.89502287
11712,0.578459
11713,0.43185443
11714,0.6275699
11715,0.83017546
11716,0.66978467
11717,0.616296
11718,0.36044845
11719,0.54546034
11720,0.30743083
11721,0.94376713
11722,1.0842766
11723,0.4329189
11724,0.21070153
11725,0.5474277
11726,0.36750972
11727,1.0986323
11728,1.0595651
11729,0.82134575
11730,0.7332784
11731,0.8121293
11732,0.8731138
11733,0.86027336
11734,0.8567186
11735,0.7339902
11736,0.48997542
11737,0.82495135
11738,0.93080795
11739,0.6928261
11740,0.9155316
11741,0.6977977
11742,0.124459654
11743,1.0766422
11744,0.14454645
11745,0.7118685
11746,0.7695664
11747,0.6077625
11748,0.7332359
11749,0.8512414
11750,0.9292719
11751,0.7420225
11752,0.48624086
11753,0.2502393
11754,0.70506364
11755,0.866655
11756,0.989739
11757,0.38501757
11758,0.94750214
11759,0.7200733
11760,0.8223025
11761,0.91890603
11762,0.9125982
11763,0.48601255
11764,0.73851854
11765,0.7220737
11766,0.19799322
11767,0.8537178
11768,1.0374402
11769,0.71838796
11770,0.37278137
11771,1.2645092
11772,0.26127368
11773,0.7677765
11774,0.558505
11775,0.71706694
11776,0.34798768
11777,1.0339131
11778,0.12020311
11779,0.35133475
11780,1.4156132
11781,0.5925327
11782,0.49961367
11783,0.35136735
11784,0.5516523
11785,0.58212966
11786,0.58834326
11787,0.45004162
11788,0.61035
11789,0.87557036
11790,0.35021314
11791,1.1650617
11792,1.1366982
11793,0.49482083
11794,0.37666985
11795,0.6464168
11796,0.61633766
11797,0.7385847
11798,0.7868476
11799,0.76158166
11800,0.309412
11801,1.033571
11802,0.66967106
11803,0.32301465
11804,0.42845386
11805,0.8338254
11806,0.4915864
11807,1.0236077
11808,0.25986612
11809,0.30026805
11810,0.79166657
11811,0.4586866
11812,0.31744552
11813,0.23041505
11814,0.23861992
11815,0.8896459
11816,0.5846757
11817,0.8648891
11818,0.6943882
11819,0.5816051
11820,0.77227324
11821,0.65249944
11822,0.6643441
11823,1.3637929
11824,0.8195498
11825,0.56992674
11826,1.317095
11827,0.36289197
11828,0.6484082
11829,0.69362634
11830,0.2836604
11831,1.0328462
11832,0.6564747
11833,0.6342501
11834,0.83134377
11835,1.1350889
11836,0.9685256
11837,0.41098103
11838,0.68261623
11839,0.5900516
11840,0.5139791
11841,0.89795053
11842,0.8076381
11843,0.6054786
11844,-0.15457225
11845,0.7906381
11846,0.68598104
11847,0.7437441
11848,0.8740009
11849,0.65640783
11850,0.66782176
11851,0.63558894
11852,0.8530337
11853,0.35925207
11854,0.9387375
11855,1.1290865
11856,0.4856946
11857,0.68763155
11858,0.5557287
11859,0.8581285
11860,0.8626539
11861,0.61267096
11862,0.60448194
11863,0.542071
11864,0.344916
11865,0.79641694
11866,0.5473325
11867,0.8339506
11868,0.33628017
11869,0.84664506
11870,0.87019277
11871,0.39348072
11872,0.28427774
11873,0.648218
11874,0.30010074
11875,0.22515094
11876,0.037317395
11877,0.9485009
11878,0.39896935
11879,0.96294445
11880,0.4220641
11881,0.54058594
11882,0.79803365
11883,0.73851305
11884,1.1201168
11885,0.8438933
11886,0.8742822
11887,0.09486714
11888,1.0751996
11889,0.73539245
11890,0.9164311
11891,-0.09179962
11892,0.8926737
11893,0.228818
11894,0.8786351
11895,0.70714
11896,0.44940877
11897,0.63978153
11898,0.3460312
11899,0.92777556
11900,0.75441146
11901,0.43673164
11902,0.6107123
11903,0.5257615
11904,0.35900277
11905,1.0292366
11906,0.81844383
11907,0.6802754
11908,0.5936624
11909,0.8689998
11910,0.76866883
11911,0.7858171
11912,0.64008045
11913,0.60164464
11914,0.6519182
11915,0.5858896
11916,0.3776927
11917,0.99124116
11918,1.1236715
11919,0.7380586
11920,0.8559508
11921,0.6428258
11922,0.9234174
11923,0.6950665
11924,0.43226063
11925,0.82794946
11926,0.39579043
11927,0.6378257
11928,0.8300255
11929,0.93735486
11930,0.16072416
11931,1.1526618
11932,0.63902116
11933,0.6298461
11934,0.013172239
11935,0.32965225
11936,0.87565273
11937,0.43499416
11938,1.4726794
11939,1.0494817
11940,0.89695996
11941,0.83464366
11942,0.5975579
11943,0.996973
11944,0.5139611
11945,1.0919031
11946,0.4506179
11947,0.19870466
11948,0.09092963
11949,0.25536823
11950,0.8766467
11951,0.89081097
11952,0.65541875
11953,0.7790548
11954,0.7118831
11955,0.20019642
11956,0.68452525
11957,0.78888214
11958,0.4901009
11959,0.2689289
11960,0.083794594
11961,1.2145858
11962,0.4252283
11963,0.2607429
11964,0.5324777
11965,0.5294801
11966,0.34318805
11967,1.1354046
11968,0.6975258
11969,0.5889319
11970,0.64658713
11971,0.18564126
11972,0.2688763
11973,0.87634563
11974,0.37986782
11975,0.47559574
11976,0.26164913
11977,0.8819966
11978,0.7022256
11979,1.019345
11980,0.7056699
11981,1.1032575
11982,0.4006781
11983,0.701327
11984,0.96726567
11985,0.1966404
11986,0.77814764
11987,0.8483375
11988,0.42785627
11989,0.86629355
11990,0.6955924
11991,0.14701544
11992,0.5101044
11993,0.30842766
11994,1.0097809
11995,0.64277565
11996,0.82017404
11997,0.2161746
11998,0.4291372
11999,1.4602027
12000,0.23936176
12001,0.39367235
12002,0.68693554
12003,0.8022913
12004,0.025200382
12005,0.400302
12006,0.5997517
12007,0.60137165
12008,0.81161755
12009,0.57346714
12010,0.6685319
12011,0.33130166
12012,0.5861772
12013,0.8080913
12014,0.7886908
12015,1.1781256
12016,0.7232818
12017,0.45520684
12018,0.32996687
12019,0.73389155
12020,0.5783932
12021,0.29636997
12022,0.59004974
12023,0.796104
12024,0.44827533
12025,0.63666576
12026,0.8705211
12027,0.55371714
12028,0.444749
12029,0.5859971
12030,0.020953715
12031,0.8908595
12032,0.4403319
12033,0.6830605
12034,0.72251785
12035,0.7496142
12036,0.45890194
12037,1.2355876
12038,1.003355
12039,0.40788606
12040,0.7381117
12041,0.6286162
12042,0.69361776
12043,0.60275173
12044,1.1422255
12045,0.19558775
12046,0.6418608
12047,0.5284649
12048,0.7355726
12049,0.9296729
12050,0.9994717
12051,0.6702014
12052,0.29977477
12053,0.9630988
12054,0.8897004
12055,0.06309646
12056,0.24764477
12057,0.7404134
12058,0.2604973
12059,0.30725563
12060,0.080584675
12061,0.953341
12062,0.067531765
12063,0.39642435
12064,0.6425059
12065,0.71080077
12066,0.3101109
12067,0.25557113
12068,0.6790899
12069,0.40334088
12070,0.619053
12071,0.8391701
12072,0.47340754
12073,0.88553727
12074,0.6519462
12075,0.6310513
12076,0.23825586
12077,0.5917789
12078,0.3561966
12079,0.5024625
12080,1.0268927
12081,1.0664511
12082,0.8051606
12083,1.1471286
12084,0.5045782
12085,0.22930694
12086,0.60446435
12087,0.7307555
12088,0.5950762
12089,1.0284996
12090,0.94724554
12091,0.25777054
12092,0.7521641
12093,0.70202285
12094,0.39388797
12095,0.28435844
12096,0.38228384
12097,0.73555833
12098,0.46664387
12099,1.0663965
12100,0.65728736
12101,0.34289882
12102,0.42698106
12103,0.8597225
12104,1.2179174
12105,1.0235791
12106,0.39951688
12107,0.65058404
12108,0.7964373
12109,0.6721448
12110,0.843553
12111,1.0544058
12112,0.73690337
12113,0.41916415
12114,0.9017587
12115,0.39573157
12116,0.93927366
12117,0.9936151
12118,0.81194055
12119,0.44344473
12120,1.0458608
12121,1.3316762
12122,0.9140854
12123,0.12604272
12124,0.8331166
12125,0.48186502
12126,0.70672053
12127,0.5877471
12128,0.4855303
12129,0.5261386
12130,1.1192536
12131,0.42004883
12132,0.92342275
12133,0.26307017
12134,0.7358821
12135,0.9651073
12136,-0.1699014
12137,0.7630646
12138,0.37257868
12139,0.8656135
12140,0.70880175
12141,0.5519618
12142,0.55748516
12143,0.5310574
12144,0.7177845
12145,0.8602
12146,0.7670048
12147,0.34102583
12148,0.13281415
12149,0.62020254
12150,0.8343366
12151,1.0413558
12152,0.49132946
12153,0.41933405
12154,0.34358084
12155,0.6522404
12156,0.9541247
12157,1.1692736
12158,1.0098475
12159,0.314762
12160,0.28111494
12161,0.40552974
12162,0.29553366
12163,1.1462293
12164,1.348182
12165,0.8073949
12166,0.23498423
12167,0.19982451
12168,0.8308894
12169,0.70780116
12170,0.2690997
12171,0.35723266
12172,0.7724889
12173,0.89552873
12174,0.7942532
12175,0.66134894
12176,0.47241092
12177,1.4256852
12178,0.42607477
12179,0.7434013
12180,0.28933385
12181,0.6427999
12182,0.99351984
12183,0.7341837
12184,0.6818899
12185,0.87455374
12186,0.54421335
12187,0.50162363
12188,0.5752276
12189,0.93321466
12190,1.2999663
12191,0.8693116
12192,0.12395999
12193,0.5715618
12194,0.4951406
12195,0.50154704
12196,0.49254176
12197,0.97180974
12198,0.95826536
12199,0.6238555
12200,0.855348
12201,0.8405161
12202,0.9324609
12203,1.1040653
12204,0.08114201
12205,0.2590918
12206,0.8916571
12207,0.76365525
12208,0.72467715
12209,0.5080265
12210,0.4276316
12211,0.6816224
12212,0.57658064
12213,0.47749013
12214,0.7550667
12215,1.1903825
12216,0.5403258
12217,0.3848525
12218,0.99267507
12219,0.859472
12220,0.5941708
12221,0.5942984
12222,0.22424254
12223,0.30678976
12224,0.49075156
12225,0.2280953
12226,0.9496655
12227,0.82095087
12228,0.9531108
12229,0.9079847
12230,0.35265708
12231,1.0095978
12232,0.5356948
12233,0.83600664
12234,0.9010339
12235,0.98726785
12236,0.9015547
12237,0.6186541
12238,0.5774108
12239,1.1809187
12240,0.20395935
12241,0.21592961
12242,0.8383531
12243,0.6085857
12244,0.76001793
12245,0.7694004
12246,0.21911466
12247,0.6802759
12248,0.93417853
12249,0.9151987
12250,0.5047938
12251,0.6111679
12252,1.033
12253,0.63532156
12254,0.4883716
12255,0.8810266
12256,0.86721295
12257,1.1656728
12258,0.8965673
12259,1.0110314
12260,0.6180538
12261,0.5467112
12262,0.55005103
12263,0.45906317
12264,0.95029104
12265,0.5332115
12266,0.4535545
12267,0.68744904
12268,0.40636635
12269,0.65909934
12270,0.8050551
12271,0.77323383
12272,0.8714447
12273,0.5618048
12274,0.5670347
12275,0.3414545
12276,0.39893326
12277,0.52522147
12278,0.51150525
12279,0.402157
12280,0.46733725
12281,0.77478707
12282,0.40163118
12283,0.70760393
12284,0.40439904
12285,0.4005405
12286,0.80577534
12287,0.70285016
12288,0.70226115
12289,0.21054333
12290,0.29530627
12291,0.86170155
12292,0.23701896
12293,0.9102933
12294,0.22571725
12295,0.5228858
12296,0.7493612
12297,0.7636693
12298,0.48491338
